age,block,categorization,center,colormap,completionCode,converged,correct,correlation,currentOffsets,distance,education,engagementCorrect,expdistance,gender,generationTime,iterations,prolificId,requestedDistance,responseTime,selection,stimulus,stimulusCorrect,subjectid,trialNum,keep,ciede2000_discriminative_power,hue_discriminative_power,luminance_variation,lab_length,color_name_variation,chromatic_variation
55-64,2,471.189,0.14,Hue-5 with Wave-4,,True,1,0.07,25.527614905990667,0.3022857666671058,bachelor,6,0.3,male,51,1,677d5c01829eeb827d7bb545,0.3,3661,2,23,68,17,,true,157.668,213.936,303.273,414.637,5.110,201.911
55-64,2,471.189,0.1,Hue-5 with Wave-4,,True,1,0.07,25.527614905990667,0.2427897456483105,bachelor,6,0.25,male,43,1,677d5c01829eeb827d7bb545,0.25,2309,3,24,68,17,,true,157.668,213.936,303.273,414.637,5.110,201.911
55-64,3,200.518,0.14,Hue-3 with Wave-2,,True,1,0.07,43.35048537287332,0.3096788096444303,bachelor,6,0.3,male,105,7,677d5c01829eeb827d7bb545,0.3,7638,4,26,68,17,,true,114.979,107.473,146.516,236.015,2.515,182.405
55-64,3,200.518,0.05,Hue-3 with Wave-2,,True,1,0.07,43.35048537287332,0.1426137990583003,bachelor,6,0.15,male,49,1,677d5c01829eeb827d7bb545,0.15,9809,2,27,68,17,,true,114.979,107.473,146.516,236.015,2.515,182.405
55-64,3,200.518,0.165,Hue-3 with Wave-2,,True,1,0.07,43.35048537287332,0.3467177571691899,bachelor,6,0.35,male,168,13,677d5c01829eeb827d7bb545,0.35,18188,1,28,68,17,,true,114.979,107.473,146.516,236.015,2.515,182.405
55-64,3,200.518,0.07,Hue-3 with Wave-2,,True,1,0.07,43.35048537287332,0.1900934362353905,bachelor,6,0.2,male,168,14,677d5c01829eeb827d7bb545,0.2,8131,3,29,68,17,,true,114.979,107.473,146.516,236.015,2.515,182.405
55-64,3,200.518,0.14,Hue-3 with Wave-2,,True,1,0.07,43.35048537287332,0.2922112752613673,bachelor,6,0.3,male,52,1,677d5c01829eeb827d7bb545,0.3,4950,3,30,68,17,,true,114.979,107.473,146.516,236.015,2.515,182.405
55-64,3,200.518,0.1,Hue-3 with Wave-2,,True,1,0.07,43.35048537287332,0.2503587689307968,bachelor,6,0.25,male,185,15,677d5c01829eeb827d7bb545,0.25,2060,4,31,68,17,,true,114.979,107.473,146.516,236.015,2.515,182.405
55-64,3,200.518,0.165,Hue-3 with Wave-2,,True,1,0.07,43.35048537287332,0.3410680840727359,bachelor,6,0.35,male,145,13,677d5c01829eeb827d7bb545,0.35,1503,4,32,68,17,,true,114.979,107.473,146.516,236.015,2.515,182.405
55-64,3,200.518,0.1,Hue-3 with Wave-2,,True,1,0.07,43.35048537287332,0.2475664688168153,bachelor,6,0.25,male,69,2,677d5c01829eeb827d7bb545,0.25,2380,2,33,68,17,,true,114.979,107.473,146.516,236.015,2.515,182.405
55-64,3,200.518,0.03,Hue-3 with Wave-2,,True,1,0.07,43.35048537287332,0.1035159881415254,bachelor,6,0.1,male,62,2,677d5c01829eeb827d7bb545,0.1,10733,2,34,68,17,,true,114.979,107.473,146.516,236.015,2.515,182.405
55-64,3,200.518,0.03,Hue-3 with Wave-2,,True,1,0.07,43.35048537287332,0.0979865185977302,bachelor,6,0.1,male,52,1,677d5c01829eeb827d7bb545,0.1,17473,1,35,68,17,,true,114.979,107.473,146.516,236.015,2.515,182.405
55-64,3,200.518,0.05,Hue-3 with Wave-2,,True,1,0.07,43.35048537287332,0.1469784438058487,bachelor,6,0.15,male,91,5,677d5c01829eeb827d7bb545,0.15,3838,3,36,68,17,,true,114.979,107.473,146.516,236.015,2.515,182.405
55-64,4,1147.481,0.07,Hue-7 with Wave-0,,True,1,0.07,26.357384005747,0.2054750905473926,bachelor,6,0.2,male,202,15,677d5c01829eeb827d7bb545,0.2,6642,1,38,68,17,,true,138.548,282.548,33.106,356.504,4.772,133.493
55-64,4,1147.481,0.1,Hue-7 with Wave-0,,True,1,0.07,26.357384005747,0.257125408307186,bachelor,6,0.25,male,76,3,677d5c01829eeb827d7bb545,0.25,2661,4,39,68,17,,true,138.548,282.548,33.106,356.504,4.772,133.493
55-64,4,1147.481,0.03,Hue-7 with Wave-0,,True,1,0.07,26.357384005747,0.0921605333386929,bachelor,6,0.1,male,51,1,677d5c01829eeb827d7bb545,0.1,8288,3,40,68,17,,true,138.548,282.548,33.106,356.504,4.772,133.493
55-64,4,1147.481,0.165,Hue-7 with Wave-0,,True,1,0.07,26.357384005747,0.3414449832174069,bachelor,6,0.35,male,139,10,677d5c01829eeb827d7bb545,0.35,3741,4,41,68,17,,true,138.548,282.548,33.106,356.504,4.772,133.493
55-64,4,1147.481,0.14,Hue-7 with Wave-0,,True,1,0.07,26.357384005747,0.304075564540214,bachelor,6,0.3,male,317,29,677d5c01829eeb827d7bb545,0.3,2962,3,42,68,17,,true,138.548,282.548,33.106,356.504,4.772,133.493
55-64,4,1147.481,0.14,Hue-7 with Wave-0,,True,1,0.07,26.357384005747,0.3046358282399635,bachelor,6,0.3,male,183,15,677d5c01829eeb827d7bb545,0.3,2465,2,43,68,17,,true,138.548,282.548,33.106,356.504,4.772,133.493
55-64,4,1147.481,0.07,Hue-7 with Wave-0,,True,1,0.07,26.357384005747,0.1944066056156329,bachelor,6,0.2,male,75,4,677d5c01829eeb827d7bb545,0.2,6263,1,44,68,17,,true,138.548,282.548,33.106,356.504,4.772,133.493
55-64,4,1147.481,0.1,Hue-7 with Wave-0,,True,1,0.07,26.357384005747,0.2489726683878126,bachelor,6,0.25,male,130,10,677d5c01829eeb827d7bb545,0.25,3860,4,45,68,17,,true,138.548,282.548,33.106,356.504,4.772,133.493
55-64,4,1147.481,0.05,Hue-7 with Wave-0,,True,0,0.07,26.357384005747,0.1470247668528737,bachelor,6,0.15,male,90,5,677d5c01829eeb827d7bb545,0.15,19238,4,46,68,17,,true,138.548,282.548,33.106,356.504,4.772,133.493
55-64,4,1147.481,0.03,Hue-7 with Wave-0,,True,1,0.07,26.357384005747,0.0916099576179528,bachelor,6,0.1,male,122,8,677d5c01829eeb827d7bb545,0.1,2419,1,47,68,17,,true,138.548,282.548,33.106,356.504,4.772,133.493
55-64,4,1147.481,0.165,Hue-7 with Wave-0,,True,1,0.07,26.357384005747,0.3540645023093413,bachelor,6,0.35,male,60,2,677d5c01829eeb827d7bb545,0.35,1958,3,48,68,17,,true,138.548,282.548,33.106,356.504,4.772,133.493
55-64,5,692.166,0.07,Hue-7 with Wave-2,,True,1,0.07,26.357384005747,0.2098869231457419,bachelor,6,0.2,male,104,6,677d5c01829eeb827d7bb545,0.2,4500,2,50,68,17,,true,157.626,283.750,159.076,305.869,4.035,104.068
55-64,5,692.166,0.1,Hue-7 with Wave-2,,True,1,0.07,26.357384005747,0.241332532531032,bachelor,6,0.25,male,47,1,677d5c01829eeb827d7bb545,0.25,1462,4,51,68,17,,true,157.626,283.750,159.076,305.869,4.035,104.068
55-64,5,692.166,0.14,Hue-7 with Wave-2,,True,1,0.07,26.357384005747,0.2989636697823166,bachelor,6,0.3,male,83,4,677d5c01829eeb827d7bb545,0.3,1475,4,52,68,17,,true,157.626,283.750,159.076,305.869,4.035,104.068
55-64,5,692.166,0.165,Hue-7 with Wave-2,,True,1,0.07,26.357384005747,0.3547152908171992,bachelor,6,0.35,male,151,12,677d5c01829eeb827d7bb545,0.35,1965,1,53,68,17,,true,157.626,283.750,159.076,305.869,4.035,104.068
55-64,5,692.166,0.07,Hue-7 with Wave-2,,True,1,0.07,26.357384005747,0.202685895705635,bachelor,6,0.2,male,94,6,677d5c01829eeb827d7bb545,0.2,1397,3,54,68,17,,true,157.626,283.750,159.076,305.869,4.035,104.068
55-64,5,692.166,0.165,Hue-7 with Wave-2,,True,1,0.07,26.357384005747,0.3552831262840391,bachelor,6,0.35,male,111,8,677d5c01829eeb827d7bb545,0.35,1534,4,55,68,17,,true,157.626,283.750,159.076,305.869,4.035,104.068
55-64,5,692.166,0.03,Hue-7 with Wave-2,,True,0,0.07,26.357384005747,0.0973673982780255,bachelor,6,0.1,male,83,4,677d5c01829eeb827d7bb545,0.1,14524,1,56,68,17,,true,157.626,283.750,159.076,305.869,4.035,104.068
55-64,5,692.166,0.14,Hue-7 with Wave-2,,True,1,0.07,26.357384005747,0.3076914039835388,bachelor,6,0.3,male,79,4,677d5c01829eeb827d7bb545,0.3,1354,2,57,68,17,,true,157.626,283.750,159.076,305.869,4.035,104.068
55-64,5,692.166,0.05,Hue-7 with Wave-2,,True,1,0.07,26.357384005747,0.156603586999971,bachelor,6,0.15,male,126,10,677d5c01829eeb827d7bb545,0.15,3176,4,58,68,17,,true,157.626,283.750,159.076,305.869,4.035,104.068
55-64,5,692.166,0.05,Hue-7 with Wave-2,,True,1,0.07,26.357384005747,0.1490565532779003,bachelor,6,0.15,male,86,5,677d5c01829eeb827d7bb545,0.15,2813,3,59,68,17,,true,157.626,283.750,159.076,305.869,4.035,104.068
55-64,5,692.166,0.03,Hue-7 with Wave-2,,True,0,0.07,26.357384005747,0.1070292758844535,bachelor,6,0.1,male,46,1,677d5c01829eeb827d7bb545,0.1,7494,4,60,68,17,,true,157.626,283.750,159.076,305.869,4.035,104.068
55-64,6,452.201,0.14,Hue-5 with Wave-3,,True,1,0.07,25.527614905990667,0.2968436969365104,bachelor,6,0.3,male,87,5,677d5c01829eeb827d7bb545,0.3,4374,1,62,68,17,,true,148.019,210.745,229.387,298.900,2.992,164.585
55-64,6,452.201,0.165,Hue-5 with Wave-3,,True,1,0.07,25.527614905990667,0.3586311226953542,bachelor,6,0.35,male,294,29,677d5c01829eeb827d7bb545,0.35,1928,1,63,68,17,,true,148.019,210.745,229.387,298.900,2.992,164.585
55-64,6,452.201,0.07,Hue-5 with Wave-3,,True,1,0.07,25.527614905990667,0.1946445333891811,bachelor,6,0.2,male,108,7,677d5c01829eeb827d7bb545,0.2,3260,2,64,68,17,,true,148.019,210.745,229.387,298.900,2.992,164.585
55-64,6,452.201,0.03,Hue-5 with Wave-3,,True,1,0.07,25.527614905990667,0.1099546592468822,bachelor,6,0.1,male,57,2,677d5c01829eeb827d7bb545,0.1,4619,3,65,68,17,,true,148.019,210.745,229.387,298.900,2.992,164.585
55-64,6,452.201,0.07,Hue-5 with Wave-3,,True,1,0.07,25.527614905990667,0.1936178124022743,bachelor,6,0.2,male,88,5,677d5c01829eeb827d7bb545,0.2,2126,4,66,68,17,,true,148.019,210.745,229.387,298.900,2.992,164.585
55-64,6,452.201,0.1,Hue-5 with Wave-3,,True,1,0.07,25.527614905990667,0.2548313820022888,bachelor,6,0.25,male,102,7,677d5c01829eeb827d7bb545,0.25,8181,4,67,68,17,,true,148.019,210.745,229.387,298.900,2.992,164.585
55-64,6,452.201,0.05,Hue-5 with Wave-3,,True,1,0.07,25.527614905990667,0.1533649264383958,bachelor,6,0.15,male,70,3,677d5c01829eeb827d7bb545,0.15,2469,3,68,68,17,,true,148.019,210.745,229.387,298.900,2.992,164.585
55-64,6,452.201,0.165,Hue-5 with Wave-3,,True,1,0.07,25.527614905990667,0.3594232283847514,bachelor,6,0.35,male,70,4,677d5c01829eeb827d7bb545,0.35,1046,3,69,68,17,,true,148.019,210.745,229.387,298.900,2.992,164.585
55-64,6,452.201,0.1,Hue-5 with Wave-3,,True,1,0.07,25.527614905990667,0.2541652367863806,bachelor,6,0.25,male,57,2,677d5c01829eeb827d7bb545,0.25,4517,1,70,68,17,,true,148.019,210.745,229.387,298.900,2.992,164.585
55-64,6,452.201,0.14,Hue-5 with Wave-3,,True,1,0.07,25.527614905990667,0.2990671510395875,bachelor,6,0.3,male,61,2,677d5c01829eeb827d7bb545,0.3,2229,1,71,68,17,,true,148.019,210.745,229.387,298.900,2.992,164.585
55-64,6,452.201,0.03,Hue-5 with Wave-3,,True,1,0.07,25.527614905990667,0.1098745927713218,bachelor,6,0.1,male,75,4,677d5c01829eeb827d7bb545,0.1,2029,3,72,68,17,,true,148.019,210.745,229.387,298.900,2.992,164.585
55-64,3,200.518,0.07,Hue-3 with Wave-2,,True,1,0.07,43.35048537,0.3977029836538411,bachelor,6,0.2,male,93,6,677d5c01829eeb827d7bb545,0.2,6085,3,25,68,17,,true,114.979,107.473,146.516,236.015,2.515,182.405
55-64,6,452.201,0.05,Hue-5 with Wave-3,,True,1,0.07,25.52761491,0.3996350233942869,bachelor,6,0.15,male,67,3,677d5c01829eeb827d7bb545,0.15,5064,3,61,68,17,,true,148.019,210.745,229.387,298.900,2.992,164.585
55-64,2,471.189,0.1,Hue-5 with Wave-4,,True,1,0.07,25.52761491,0.3950447051743928,bachelor,6,0.25,male,137,11,677d5c01829eeb827d7bb545,0.25,3405,1,13,68,17,,true,157.668,213.936,303.273,414.637,5.110,201.911
55-64,4,1147.481,0.05,Hue-7 with Wave-0,,True,1,0.07,26.35738401,0.4003368445519867,bachelor,6,0.15,male,281,25,677d5c01829eeb827d7bb545,0.15,9087,2,37,68,17,,true,138.548,282.548,33.106,356.504,4.772,133.493
55-64,5,692.166,0.1,Hue-7 with Wave-2,,True,1,0.07,26.35738401,0.3961265959453484,bachelor,6,0.25,male,184,14,677d5c01829eeb827d7bb545,0.25,7400,4,49,68,17,,true,157.626,283.750,159.076,305.869,4.035,104.068
18-24,1,82.878,0.05,Hue-3 with Wave-1,,True,0,0.07,55.92868167534683,0.1442689450583038,bachelor,6,0.15,male,246,3,678e5caae9c26b68d7db8a40,0.15,50447,3,1,47,18,,true,104.529,145.676,76.989,219.656,1.273,125.706
18-24,1,82.878,0.14,Hue-3 with Wave-1,,True,1,0.07,55.92868167534683,0.2909618102450315,bachelor,6,0.3,male,132,1,678e5caae9c26b68d7db8a40,0.3,4389,4,2,47,18,,true,104.529,145.676,76.989,219.656,1.273,125.706
18-24,1,82.878,0.05,Hue-3 with Wave-1,,True,1,0.07,55.92868167534683,0.1462432760301281,bachelor,6,0.15,male,184,2,678e5caae9c26b68d7db8a40,0.15,5953,2,3,47,18,,true,104.529,145.676,76.989,219.656,1.273,125.706
18-24,1,82.878,0.07,Hue-3 with Wave-1,,True,1,0.07,55.92868167534683,0.1968100125606252,bachelor,6,0.2,male,268,4,678e5caae9c26b68d7db8a40,0.2,5464,4,4,47,18,,true,104.529,145.676,76.989,219.656,1.273,125.706
18-24,1,82.878,0.07,Hue-3 with Wave-1,,True,1,0.07,55.92868167534683,0.1915497644353238,bachelor,6,0.2,male,116,1,678e5caae9c26b68d7db8a40,0.2,5073,4,5,47,18,,true,104.529,145.676,76.989,219.656,1.273,125.706
18-24,1,82.878,0.165,Hue-3 with Wave-1,,True,1,0.07,55.92868167534683,0.3544526581629572,bachelor,6,0.35,male,409,7,678e5caae9c26b68d7db8a40,0.35,6300,2,6,47,18,,true,104.529,145.676,76.989,219.656,1.273,125.706
18-24,1,82.878,0.03,Hue-3 with Wave-1,,True,0,0.07,55.92868167534683,0.1049067835865526,bachelor,6,0.1,male,264,4,678e5caae9c26b68d7db8a40,0.1,13636,1,7,47,18,,true,104.529,145.676,76.989,219.656,1.273,125.706
18-24,1,82.878,0.1,Hue-3 with Wave-1,,True,0,0.07,55.92868167534683,0.2595715851209266,bachelor,6,0.25,male,365,6,678e5caae9c26b68d7db8a40,0.25,5682,3,8,47,18,,true,104.529,145.676,76.989,219.656,1.273,125.706
18-24,1,82.878,0.1,Hue-3 with Wave-1,,True,1,0.07,55.92868167534683,0.2513535513801868,bachelor,6,0.25,male,159,2,678e5caae9c26b68d7db8a40,0.25,7001,1,9,47,18,,true,104.529,145.676,76.989,219.656,1.273,125.706
18-24,1,82.878,0.14,Hue-3 with Wave-1,,True,1,0.07,55.92868167534683,0.2947417236958044,bachelor,6,0.3,male,205,3,678e5caae9c26b68d7db8a40,0.3,4182,2,10,47,18,,true,104.529,145.676,76.989,219.656,1.273,125.706
18-24,1,82.878,0.03,Hue-3 with Wave-1,,True,0,0.07,55.92868167534683,0.0967400203548399,bachelor,6,0.1,male,130,1,678e5caae9c26b68d7db8a40,0.1,4207,2,11,47,18,,true,104.529,145.676,76.989,219.656,1.273,125.706
18-24,1,82.878,0.165,Hue-3 with Wave-1,,True,1,0.07,55.92868167534683,0.358762129291358,bachelor,6,0.35,male,551,11,678e5caae9c26b68d7db8a40,0.35,3634,4,12,47,18,,true,104.529,145.676,76.989,219.656,1.273,125.706
18-24,2,907.355,0.14,Hue-7 with Wave-6,,True,1,0.07,24.930975704576493,0.2900240872380795,bachelor,6,0.3,male,261,4,678e5caae9c26b68d7db8a40,0.3,13934,1,14,47,18,,true,189.502,291.867,421.051,412.761,5.188,295.233
18-24,2,907.355,0.165,Hue-7 with Wave-6,,True,1,0.07,24.930975704576493,0.3452325392319965,bachelor,6,0.35,male,1264,26,678e5caae9c26b68d7db8a40,0.35,4761,3,15,47,18,,true,189.502,291.867,421.051,412.761,5.188,295.233
18-24,2,907.355,0.03,Hue-7 with Wave-6,,True,0,0.07,24.930975704576493,0.0918013060555435,bachelor,6,0.1,male,328,5,678e5caae9c26b68d7db8a40,0.1,7163,2,16,47,18,,true,189.502,291.867,421.051,412.761,5.188,295.233
18-24,2,907.355,0.14,Hue-7 with Wave-6,,True,0,0.07,24.930975704576493,0.2940432036833909,bachelor,6,0.3,male,745,15,678e5caae9c26b68d7db8a40,0.3,4059,3,17,47,18,,true,189.502,291.867,421.051,412.761,5.188,295.233
18-24,2,907.355,0.07,Hue-7 with Wave-6,,True,0,0.07,24.930975704576493,0.1962742811566906,bachelor,6,0.2,male,317,6,678e5caae9c26b68d7db8a40,0.2,4925,1,18,47,18,,true,189.502,291.867,421.051,412.761,5.188,295.233
18-24,2,907.355,0.165,Hue-7 with Wave-6,,True,1,0.07,24.930975704576493,0.3408481736008039,bachelor,6,0.35,male,298,5,678e5caae9c26b68d7db8a40,0.35,4180,3,19,47,18,,true,189.502,291.867,421.051,412.761,5.188,295.233
18-24,2,907.355,0.1,Hue-7 with Wave-6,,True,0,0.07,24.930975704576493,0.2413182592228269,bachelor,6,0.25,male,587,12,678e5caae9c26b68d7db8a40,0.25,5502,4,20,47,18,,true,189.502,291.867,421.051,412.761,5.188,295.233
18-24,2,907.355,0.1,Hue-7 with Wave-6,,True,1,0.07,24.930975704576493,0.2408437853100299,bachelor,6,0.25,male,318,6,678e5caae9c26b68d7db8a40,0.25,9290,1,21,47,18,,true,189.502,291.867,421.051,412.761,5.188,295.233
18-24,2,907.355,0.05,Hue-7 with Wave-6,,True,1,0.07,24.930975704576493,0.1449127603129057,bachelor,6,0.15,male,531,10,678e5caae9c26b68d7db8a40,0.15,7352,1,22,47,18,,true,189.502,291.867,421.051,412.761,5.188,295.233
18-24,2,907.355,0.05,Hue-7 with Wave-6,,True,1,0.07,24.930975704576493,0.14643714267597,bachelor,6,0.15,male,332,6,678e5caae9c26b68d7db8a40,0.15,8690,4,23,47,18,,true,189.502,291.867,421.051,412.761,5.188,295.233
18-24,2,907.355,0.07,Hue-7 with Wave-6,,True,0,0.07,24.930975704576493,0.2093821253229771,bachelor,6,0.2,male,316,5,678e5caae9c26b68d7db8a40,0.2,7024,4,24,47,18,,true,189.502,291.867,421.051,412.761,5.188,295.233
18-24,3,154.496,0.14,Hue-3 with Wave-0,,True,1,0.07,55.92868167534683,0.3026736170596366,bachelor,6,0.3,male,917,20,678e5caae9c26b68d7db8a40,0.3,6246,2,26,47,18,,false,69.148,100.927,25.194,123.711,1.596,64.286
18-24,3,154.496,0.07,Hue-3 with Wave-0,,True,0,0.07,55.92868167534683,0.1905937841584864,bachelor,6,0.2,male,259,4,678e5caae9c26b68d7db8a40,0.2,10210,1,27,47,18,,false,69.148,100.927,25.194,123.711,1.596,64.286
18-24,3,154.496,0.03,Hue-3 with Wave-0,,True,1,0.07,55.92868167534683,0.0930467932069597,bachelor,6,0.1,male,227,3,678e5caae9c26b68d7db8a40,0.1,2375,3,28,47,18,,false,69.148,100.927,25.194,123.711,1.596,64.286
18-24,3,154.496,0.05,Hue-3 with Wave-0,,True,1,0.07,55.92868167534683,0.1571062450857272,bachelor,6,0.15,male,258,4,678e5caae9c26b68d7db8a40,0.15,6872,2,29,47,18,,false,69.148,100.927,25.194,123.711,1.596,64.286
18-24,3,154.496,0.1,Hue-3 with Wave-0,,True,1,0.07,55.92868167534683,0.2455152768268008,bachelor,6,0.25,male,575,11,678e5caae9c26b68d7db8a40,0.25,5242,3,30,47,18,,false,69.148,100.927,25.194,123.711,1.596,64.286
18-24,3,154.496,0.165,Hue-3 with Wave-0,,True,1,0.07,55.92868167534683,0.3485981178620972,bachelor,6,0.35,male,253,4,678e5caae9c26b68d7db8a40,0.35,3407,3,31,47,18,,false,69.148,100.927,25.194,123.711,1.596,64.286
18-24,3,154.496,0.165,Hue-3 with Wave-0,,True,1,0.07,55.92868167534683,0.3408310367934175,bachelor,6,0.35,male,449,9,678e5caae9c26b68d7db8a40,0.35,3326,4,32,47,18,,false,69.148,100.927,25.194,123.711,1.596,64.286
18-24,3,154.496,0.07,Hue-3 with Wave-0,,True,1,0.07,55.92868167534683,0.1999062597638652,bachelor,6,0.2,male,258,4,678e5caae9c26b68d7db8a40,0.2,7632,2,33,47,18,,false,69.148,100.927,25.194,123.711,1.596,64.286
18-24,3,154.496,0.1,Hue-3 with Wave-0,,True,1,0.07,55.92868167534683,0.250170439307429,bachelor,6,0.25,male,138,1,678e5caae9c26b68d7db8a40,0.25,3490,1,34,47,18,,false,69.148,100.927,25.194,123.711,1.596,64.286
18-24,3,154.496,0.05,Hue-3 with Wave-0,,True,1,0.07,55.92868167534683,0.143912671726326,bachelor,6,0.15,male,178,2,678e5caae9c26b68d7db8a40,0.15,6959,3,35,47,18,,false,69.148,100.927,25.194,123.711,1.596,64.286
18-24,3,154.496,0.03,Hue-3 with Wave-0,,True,1,0.07,55.92868167534683,0.0934767827467504,bachelor,6,0.1,male,155,1,678e5caae9c26b68d7db8a40,0.1,4678,2,36,47,18,,false,69.148,100.927,25.194,123.711,1.596,64.286
18-24,4,907.355,0.1,Hue-7 with Wave-6,,True,0,0.07,24.930975704576493,0.242751827864775,bachelor,6,0.25,male,576,11,678e5caae9c26b68d7db8a40,0.25,5177,2,38,47,18,,true,189.502,291.867,421.051,412.761,5.188,295.233
18-24,4,907.355,0.14,Hue-7 with Wave-6,,True,1,0.07,24.930975704576493,0.3026901845940051,bachelor,6,0.3,male,185,2,678e5caae9c26b68d7db8a40,0.3,3808,2,39,47,18,,true,189.502,291.867,421.051,412.761,5.188,295.233
18-24,4,907.355,0.03,Hue-7 with Wave-6,,True,0,0.07,24.930975704576493,0.09450685030788,bachelor,6,0.1,male,209,3,678e5caae9c26b68d7db8a40,0.1,7889,3,40,47,18,,true,189.502,291.867,421.051,412.761,5.188,295.233
18-24,4,907.355,0.07,Hue-7 with Wave-6,,True,1,0.07,24.930975704576493,0.2024541277728608,bachelor,6,0.2,male,208,3,678e5caae9c26b68d7db8a40,0.2,3266,3,41,47,18,,true,189.502,291.867,421.051,412.761,5.188,295.233
18-24,4,907.355,0.165,Hue-7 with Wave-6,,True,1,0.07,24.930975704576493,0.3550087352775254,bachelor,6,0.35,male,170,2,678e5caae9c26b68d7db8a40,0.35,4510,2,42,47,18,,true,189.502,291.867,421.051,412.761,5.188,295.233
18-24,4,907.355,0.1,Hue-7 with Wave-6,,True,1,0.07,24.930975704576493,0.2473667179243525,bachelor,6,0.25,male,119,1,678e5caae9c26b68d7db8a40,0.25,6968,1,43,47,18,,true,189.502,291.867,421.051,412.761,5.188,295.233
18-24,4,907.355,0.165,Hue-7 with Wave-6,,True,1,0.07,24.930975704576493,0.3410898669488685,bachelor,6,0.35,male,1289,27,678e5caae9c26b68d7db8a40,0.35,4319,4,44,47,18,,true,189.502,291.867,421.051,412.761,5.188,295.233
18-24,4,907.355,0.05,Hue-7 with Wave-6,,True,1,0.07,24.930975704576493,0.1419996271813944,bachelor,6,0.15,male,213,3,678e5caae9c26b68d7db8a40,0.15,7124,2,45,47,18,,true,189.502,291.867,421.051,412.761,5.188,295.233
18-24,4,907.355,0.03,Hue-7 with Wave-6,,True,0,0.07,24.930975704576493,0.0900157957532101,bachelor,6,0.1,male,120,1,678e5caae9c26b68d7db8a40,0.1,7985,2,46,47,18,,true,189.502,291.867,421.051,412.761,5.188,295.233
18-24,4,907.355,0.07,Hue-7 with Wave-6,,True,0,0.07,24.930975704576493,0.1946650848267792,bachelor,6,0.2,male,208,3,678e5caae9c26b68d7db8a40,0.2,8476,3,47,47,18,,true,189.502,291.867,421.051,412.761,5.188,295.233
18-24,4,907.355,0.05,Hue-7 with Wave-6,,True,0,0.07,24.930975704576493,0.1515928869295994,bachelor,6,0.15,male,159,2,678e5caae9c26b68d7db8a40,0.15,12150,4,48,47,18,,true,189.502,291.867,421.051,412.761,5.188,295.233
18-24,5,529.789,0.165,Hue-5 with Wave-0,,True,1,0.07,22.565985150657475,0.3444317274909042,bachelor,6,0.35,male,2051,45,678e5caae9c26b68d7db8a40,0.35,4401,2,50,47,18,,true,90.610,198.540,17.649,216.971,2.181,99.456
18-24,5,529.789,0.1,Hue-5 with Wave-0,,True,1,0.07,22.565985150657475,0.241588502292878,bachelor,6,0.25,male,308,5,678e5caae9c26b68d7db8a40,0.25,2639,1,51,47,18,,true,90.610,198.540,17.649,216.971,2.181,99.456
18-24,5,529.789,0.03,Hue-5 with Wave-0,,True,0,0.07,22.565985150657475,0.1082662621613904,bachelor,6,0.1,male,117,1,678e5caae9c26b68d7db8a40,0.1,3150,2,52,47,18,,true,90.610,198.540,17.649,216.971,2.181,99.456
18-24,5,529.789,0.14,Hue-5 with Wave-0,,True,1,0.07,22.565985150657475,0.3075341169517815,bachelor,6,0.3,male,747,15,678e5caae9c26b68d7db8a40,0.3,2739,3,53,47,18,,true,90.610,198.540,17.649,216.971,2.181,99.456
18-24,5,529.789,0.03,Hue-5 with Wave-0,,True,0,0.07,22.565985150657475,0.0952611179904424,bachelor,6,0.1,male,125,1,678e5caae9c26b68d7db8a40,0.1,6685,2,54,47,18,,true,90.610,198.540,17.649,216.971,2.181,99.456
18-24,5,529.789,0.14,Hue-5 with Wave-0,,True,1,0.07,22.565985150657475,0.2918594415462657,bachelor,6,0.3,male,656,13,678e5caae9c26b68d7db8a40,0.3,2852,1,55,47,18,,true,90.610,198.540,17.649,216.971,2.181,99.456
18-24,5,529.789,0.05,Hue-5 with Wave-0,,True,1,0.07,22.565985150657475,0.1537267012193741,bachelor,6,0.15,male,222,3,678e5caae9c26b68d7db8a40,0.15,4069,4,56,47,18,,true,90.610,198.540,17.649,216.971,2.181,99.456
18-24,5,529.789,0.1,Hue-5 with Wave-0,,True,1,0.07,22.565985150657475,0.2513839889175294,bachelor,6,0.25,male,120,1,678e5caae9c26b68d7db8a40,0.25,4713,2,57,47,18,,true,90.610,198.540,17.649,216.971,2.181,99.456
18-24,5,529.789,0.07,Hue-5 with Wave-0,,True,0,0.07,22.565985150657475,0.1993036888569225,bachelor,6,0.2,male,1551,33,678e5caae9c26b68d7db8a40,0.2,7483,3,58,47,18,,true,90.610,198.540,17.649,216.971,2.181,99.456
18-24,5,529.789,0.05,Hue-5 with Wave-0,,True,1,0.07,22.565985150657475,0.1451297389358267,bachelor,6,0.15,male,120,1,678e5caae9c26b68d7db8a40,0.15,4454,3,59,47,18,,true,90.610,198.540,17.649,216.971,2.181,99.456
18-24,5,529.789,0.165,Hue-5 with Wave-0,,True,1,0.07,22.565985150657475,0.3498300735561891,bachelor,6,0.35,male,2250,50,678e5caae9c26b68d7db8a40,0.35,1740,3,60,47,18,,true,90.610,198.540,17.649,216.971,2.181,99.456
